Codigo,Descripcion,DAI,ISC,IVA,Nota_Referencia,Exento_IVA,Keywords_Sugeridas
8434.20.00.00.00,MÁQUINAS DE ORDEÑAR Y MÁQUINAS Y APARATOS PARA LA INDUSTRIA LECHERA > Máquinas y aparatos para la industria lechera,0.0,0.0,0.15,,No,"Equipos lácteos, maquinaria lechera, sistemas de ordeño, tecnología láctea, dispositivos de ordeño."
8434.90.00.00.10,MÁQUINAS DE ORDEÑAR Y MÁQUINAS Y APARATOS PARA LA INDUSTRIA LECHERA > De máquinas para ordeñar,0.0,0.0,0.15,,No,"ordeñadoras, equipos lecheros, maquinaria láctea, sistemas de ordeño, tecnología de ordeño"
8434.90.00.00.90,MÁQUINAS DE ORDEÑAR Y MÁQUINAS Y APARATOS PARA LA INDUSTRIA LECHERA > Las demás,0.0,0.0,0.15,,No,"Equipos de ordeño, maquinaria lechera, sistemas de ordeño, tecnología láctea, aparatos para lechería."
8435.10.00.00.00,"PRENSAS, ESTRUJADORAS Y MÁQUINAS Y APARATOS ANÁLOGOS PARA LA PRODUCCIÓN DE VINO, SIDRA, JUGOS DE FRUTOS O BEBIDAS SIMILARES > Máquinas y aparatos",0.0,0.0,0.15,,No,"Prensas de vino, Estrujadoras de frutas, Equipos de vinificación, Máquinas para jugos, Aparatos para bebidas"
8435.90.00.00.00,"PRENSAS, ESTRUJADORAS Y MÁQUINAS Y APARATOS ANÁLOGOS PARA LA PRODUCCIÓN DE VINO, SIDRA, JUGOS DE FRUTOS O BEBIDAS SIMILARES > Partes",0.0,0.0,0.15,,No,"Prensas de vino, Estrujadoras de frutas, Máquinas para jugos, Equipos de vinificación, Accesorios para producción de bebidas."
8436.10.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA LA AGRICULTURA, HORTICULTURA, SILVICULTURA, AVICULTURA O APICULTURA, INCLUIDOS LOS GERMINADORES CON DISPOSITIVOS MECÁNICOS O TÉRMICOS INCORPORADOS Y LAS INCUBADORAS Y CRIADORAS AVÍCOLAS > Máquinas y aparatos para preparar alimentos o piensos para animales",0.0,0.0,0.15,,No,"maquinaria agrícola, equipos de horticultura, aparatos avícolas, incubadoras de aves, dispositivos para alimentación animal"
8436.21.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA LA AGRICULTURA, HORTICULTURA, SILVICULTURA, AVICULTURA O APICULTURA, INCLUIDOS LOS GERMINADORES CON DISPOSITIVOS MECÁNICOS O TÉRMICOS INCORPORADOS Y LAS INCUBADORAS Y CRIADORAS AVÍCOLAS > Incubadoras y criadoras",0.0,0.0,0.15,,No,"Incubadoras, Criadoras, Equipos agrícolas, Máquinas de horticultura, Aparatos avícolas"
8436.29.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA LA AGRICULTURA, HORTICULTURA, SILVICULTURA, AVICULTURA O APICULTURA, INCLUIDOS LOS GERMINADORES CON DISPOSITIVOS MECÁNICOS O TÉRMICOS INCORPORADOS Y LAS INCUBADORAS Y CRIADORAS AVÍCOLAS > Los demás",0.0,0.0,0.15,,No,"maquinaria agrícola, equipos de horticultura, aparatos de silvicultura, dispositivos avícolas, incubadoras y criadoras"
8436.80.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA LA AGRICULTURA, HORTICULTURA, SILVICULTURA, AVICULTURA O APICULTURA, INCLUIDOS LOS GERMINADORES CON DISPOSITIVOS MECÁNICOS O TÉRMICOS INCORPORADOS Y LAS INCUBADORAS Y CRIADORAS AVÍCOLAS > Las demás máquinas y aparatos",0.0,0.0,0.15,,No,"maquinaria agrícola, equipos de horticultura, dispositivos de silvicultura, aparatos avícolas, incubadoras y criadoras"
8436.91.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA LA AGRICULTURA, HORTICULTURA, SILVICULTURA, AVICULTURA O APICULTURA, INCLUIDOS LOS GERMINADORES CON DISPOSITIVOS MECÁNICOS O TÉRMICOS INCORPORADOS Y LAS INCUBADORAS Y CRIADORAS AVÍCOLAS > De máquinas o aparatos para la avicultura",0.0,0.0,0.15,,No,"máquinas agrícolas, equipos avícolas, aparatos de horticultura, tecnología para agricultura, incubadoras avícolas"
8436.99.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA LA AGRICULTURA, HORTICULTURA, SILVICULTURA, AVICULTURA O APICULTURA, INCLUIDOS LOS GERMINADORES CON DISPOSITIVOS MECÁNICOS O TÉRMICOS INCORPORADOS Y LAS INCUBADORAS Y CRIADORAS AVÍCOLAS > Las demás",0.0,0.0,0.15,,No,"maquinaria agrícola, equipos de horticultura, aparatos de silvicultura, dispositivos avícolas, incubadoras de aves"
8437.10.10.00.00,"MÁQUINAS PARA LIMPIEZA, CLASIFICACIÓN O CRIBADO DE SEMILLAS, GRANOS U HORTALIZAS DE VAINA SECAS; MÁQUINAS Y APARATOS PARA MOLIENDA O TRATAMIENTO DE CEREALES U HORTALIZAS DE VAINA SECAS, EXCEPTO LAS DE TIPO RURAL > Limpiadoras de ciclón y limpiadoras y clasificadoras de cilindros giratorios, para granos",0.1,0.0,0.15,,No,"Máquinas de limpieza, Clasificadoras de granos, Equipos de cribado, Molinos de cereales, Tratamiento de hortalizas"
8437.10.90.00.00,"MÁQUINAS PARA LIMPIEZA, CLASIFICACIÓN O CRIBADO DE SEMILLAS, GRANOS U HORTALIZAS DE VAINA SECAS; MÁQUINAS Y APARATOS PARA MOLIENDA O TRATAMIENTO DE CEREALES U HORTALIZAS DE VAINA SECAS, EXCEPTO LAS DE TIPO RURAL > Otras",0.0,0.0,0.15,,No,"maquinaria agrícola, equipos de limpieza de granos, clasificadoras de semillas, molinos de cereales, tratamiento de hortalizas"
8437.80.10.00.00,"MÁQUINAS PARA LIMPIEZA, CLASIFICACIÓN O CRIBADO DE SEMILLAS, GRANOS U HORTALIZAS DE VAINA SECAS; MÁQUINAS Y APARATOS PARA MOLIENDA O TRATAMIENTO DE CEREALES U HORTALIZAS DE VAINA SECAS, EXCEPTO LAS DE TIPO RURAL > Trituradoras y quebrantadoras, de martillo, para cereales",0.1,0.0,0.15,,No,"Equipos de limpieza, Clasificadoras de granos, Molinos de cereales, Trituradoras industriales, Maquinaria agrícola"
8437.80.20.00.00,"MÁQUINAS PARA LIMPIEZA, CLASIFICACIÓN O CRIBADO DE SEMILLAS, GRANOS U HORTALIZAS DE VAINA SECAS; MÁQUINAS Y APARATOS PARA MOLIENDA O TRATAMIENTO DE CEREALES U HORTALIZAS DE VAINA SECAS, EXCEPTO LAS DE TIPO RURAL > Mezcladoras para granos",0.1,0.0,0.15,,No,"mezcladoras de granos, máquinas de limpieza de semillas, equipos de clasificación de granos, maquinaria para tratamiento de cereales, aparatos para molienda de hortalizas"
8437.80.90.00.00,"MÁQUINAS PARA LIMPIEZA, CLASIFICACIÓN O CRIBADO DE SEMILLAS, GRANOS U HORTALIZAS DE VAINA SECAS; MÁQUINAS Y APARATOS PARA MOLIENDA O TRATAMIENTO DE CEREALES U HORTALIZAS DE VAINA SECAS, EXCEPTO LAS DE TIPO RURAL > Otros",0.0,0.0,0.15,,No,"maquinaria agrícola, equipos de limpieza de granos, clasificadoras de semillas, molinos de cereales, tratamiento de hortalizas"
8437.90.00.00.00,"MÁQUINAS PARA LIMPIEZA, CLASIFICACIÓN O CRIBADO DE SEMILLAS, GRANOS U HORTALIZAS DE VAINA SECAS; MÁQUINAS Y APARATOS PARA MOLIENDA O TRATAMIENTO DE CEREALES U HORTALIZAS DE VAINA SECAS, EXCEPTO LAS DE TIPO RURAL > Partes",0.0,0.0,0.15,,No,"Equipos agrícolas, maquinaria de procesamiento, máquinas de limpieza de granos, aparatos para molienda, tecnología agroindustrial."
8438.10.00.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Máquinas y aparatos para panadería, pastelería, galletería o la fabricación de pastas alimenticias 416",0.0,0.0,0.15,,No,"equipos de procesamiento de alimentos, maquinaria industrial alimentaria, aparatos de panadería, máquinas para fabricación de pastas, equipos de cocina industrial"
8438.30.00.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Máquinas y aparatos para la industria azucarera",0.0,0.0,0.15,,No,"equipos industriales, maquinaria alimentaria, aparatos de procesamiento, tecnología de fabricación, maquinaria para bebidas"
8438.40.00.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Máquinas y aparatos para la industria cervecera",0.0,0.0,0.15,,No,"equipos industriales, maquinaria alimentaria, aparatos de procesamiento, tecnología de bebidas, maquinaria cervecera"
8438.50.00.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Máquinas y aparatos para la preparación de carne",0.0,0.0,0.15,,No,"equipos de procesamiento de alimentos, maquinaria industrial alimentaria, aparatos para elaboración de alimentos, máquinas para preparación de carne, tecnología de procesamiento de alimentos"
8438.60.10.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Despulpadoras de frutos",0.1,0.0,0.15,,No,"Equipos de procesamiento, maquinaria alimentaria, aparatos industriales, máquinas de preparación de alimentos, despulpadoras industriales."
8438.60.90.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Otros",0.0,0.0,0.15,,No,"Equipos industriales, maquinaria alimentaria, aparatos de procesamiento, tecnología de fabricación de alimentos, dispositivos de producción de bebidas."
8438.80.00.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Las demás máquinas y aparatos",0.0,0.0,0.15,,No,"equipos industriales, maquinaria alimentaria, aparatos de procesamiento, tecnología de alimentos, maquinaria de fabricación"
8438.90.00.00.00,"MÁQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO, PARA LA PREPARACIÓN O FABRICACIÓN INDUSTRIAL DE ALIMENTOS O BEBIDAS, EXCEPTO LAS MÁQUINAS Y APARATOS PARA LA EXTRACCIÓN O PREPARACIÓN DE ACEITES O GRASAS, VEGETALES O DE ORIGEN MICROBIANO, FIJOS O ANIMALES > Partes",0.0,0.0,0.15,,No,"Equipos industriales, maquinaria alimentaria, aparatos de procesamiento, dispositivos de fabricación, herramientas de producción."
8439.10.00.00.00,MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE PASTA DE MATERIAS FIBROSAS CELULÓSICAS O PARA LA FABRICACIÓN O ACABADO DE PAPEL O CARTÓN > Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas,0.0,0.0,0.15,,No,"Máquinas de papel, Equipos de fabricación de papel, Máquinas de celulosa, Aparatos para papel, Tecnología de pulpa"
8439.20.00.00.00,MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE PASTA DE MATERIAS FIBROSAS CELULÓSICAS O PARA LA FABRICACIÓN O ACABADO DE PAPEL O CARTÓN > Máquinas y aparatos para la fabricación de papel o cartón,0.0,0.0,0.15,,No,"Máquinas de papel, Equipos de cartón, Fabricación de papel, Aparatos de celulosa, Maquinaria para cartón"
8439.30.00.00.00,MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE PASTA DE MATERIAS FIBROSAS CELULÓSICAS O PARA LA FABRICACIÓN O ACABADO DE PAPEL O CARTÓN > Máquinas y aparatos para el acabado de papel o cartón,0.0,0.0,0.15,,No,"Máquinas de papel, Equipos de cartón, Aparatos de acabado, Fabricación de papel, Tecnología de celulosa"
8439.91.00.00.00,MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE PASTA DE MATERIAS FIBROSAS CELULÓSICAS O PARA LA FABRICACIÓN O ACABADO DE PAPEL O CARTÓN > De máquinas o aparatos para la fabricación de pasta de materias fibrosas celulósicas,0.0,0.0,0.15,,No,"máquinas de papel, equipos de fabricación de pasta, maquinaria para cartón, aparatos de celulosa, tecnología de papel"
8439.99.00.00.00,MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE PASTA DE MATERIAS FIBROSAS CELULÓSICAS O PARA LA FABRICACIÓN O ACABADO DE PAPEL O CARTÓN > Las demás,0.0,0.0,0.15,,No,"Equipos de papel, Máquinas de cartón, Aparatos de fabricación de pasta, Tecnología de papel, Maquinaria celulósica."
8440.10.00.00.00,"MÁQUINAS Y APARATOS PARA ENCUADERNACIÓN, INCLUIDAS LAS MÁQUINAS PARA COSER PLIEGOS > Máquinas y aparatos",0.0,0.0,0.15,,No,"Encuadernadoras, Equipos de encuadernación, Máquinas de coser pliegos, Herramientas de encuadernación, Aparatos de encuadernación."
8440.90.00.00.00,"MÁQUINAS Y APARATOS PARA ENCUADERNACIÓN, INCLUIDAS LAS MÁQUINAS PARA COSER PLIEGOS > Partes",0.0,0.0,0.15,,No,"Encuadernadoras, Equipos de encuadernación, Máquinas de coser, Accesorios de encuadernación, Herramientas de encuadernación."
8441.10.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL, DEL PAPEL O CARTÓN, INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO > Cortadoras",0.0,0.0,0.15,,No,"Cortadoras de papel, Máquinas de papel, Equipos de corte, Aparatos de cartón, Herramientas de procesamiento"
8441.20.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL, DEL PAPEL O CARTÓN, INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO > Máquinas para la fabricación de sacos (bolsas), bolsitas o sobres",0.0,0.0,0.15,,No,"máquinas de papel, equipos de cartón, maquinaria para sacos, cortadoras de papel, fabricación de bolsas"
8441.30.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL, DEL PAPEL O CARTÓN, INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO > Máquinas para la fabricación de cajas, tubos, tambores o continentes similares, excepto por moldeado",0.0,0.0,0.15,,No,"máquinas de papel, equipos de cartón, maquinaria para embalaje, cortadoras industriales, fabricación de cajas"
8441.40.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL, DEL PAPEL O CARTÓN, INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO > Máquinas para moldear artículos de pasta de papel, de papel o cartón",0.0,0.0,0.15,,No,"máquinas de papel, equipos de cartón, maquinaria para pasta de papel, cortadoras de papel, moldes para cartón"
8441.80.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL, DEL PAPEL O CARTÓN, INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO > Las demás máquinas y aparatos",0.0,0.0,0.15,,No,"maquinaria de papel, equipos de cartón, máquinas de procesamiento de papel, cortadoras industriales, aparatos para papel"
8441.90.00.00.00,"LAS DEMÁS MÁQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL, DEL PAPEL O CARTÓN, INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO > Partes",0.0,0.0,0.15,,No,"máquinas de papel, equipos de cartón, cortadoras industriales, maquinaria para pasta de papel, accesorios para papel"
8442.30.10.00.00,"MÁQUINAS, APARATOS Y MATERIAL (EXCEPTO LAS MÁQUINAS DE LAS PARTIDAS 84.56 A 84.65) PARA PREPARAR O FABRICAR CLISÉS, PLANCHAS, CILINDROS O DEMÁS ELEMENTOS IMPRESORES; CLISÉS, PLANCHAS, CILINDROS Y DEMÁS ELEMENTOS IMPRESORES; PIEDRAS LITOGRÁFICAS, PLANCHAS, PLACAS Y CILINDROS, PREPARADOS PARA LA IMPRESIÓN (POR EJEMPLO: APLANADOS, GRANEADOS, PULIDOS) > Máquinas para componer por procedimiento fotográfico",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Máquinas de impresión, Material de impresión, Tecnología de impresión"
8442.30.20.00.00,"MÁQUINAS, APARATOS Y MATERIAL (EXCEPTO LAS MÁQUINAS DE LAS PARTIDAS 84.56 A 84.65) PARA PREPARAR O FABRICAR CLISÉS, PLANCHAS, CILINDROS O DEMÁS ELEMENTOS IMPRESORES; CLISÉS, PLANCHAS, CILINDROS Y DEMÁS ELEMENTOS IMPRESORES; PIEDRAS LITOGRÁFICAS, PLANCHAS, PLACAS Y CILINDROS, PREPARADOS PARA LA IMPRESIÓN (POR EJEMPLO: APLANADOS, GRANEADOS, PULIDOS) > Máquinas, aparatos y material para componer caracteres por otros procedimientos, incluso con dispositivos para fundir",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Material gráfico, Tecnología de impresión, Máquinas de impresión"
8442.30.90.00.00,"MÁQUINAS, APARATOS Y MATERIAL (EXCEPTO LAS MÁQUINAS DE LAS PARTIDAS 84.56 A 84.65) PARA PREPARAR O FABRICAR CLISÉS, PLANCHAS, CILINDROS O DEMÁS ELEMENTOS IMPRESORES; CLISÉS, PLANCHAS, CILINDROS Y DEMÁS ELEMENTOS IMPRESORES; PIEDRAS LITOGRÁFICAS, PLANCHAS, PLACAS Y CILINDROS, PREPARADOS PARA LA IMPRESIÓN (POR EJEMPLO: APLANADOS, GRANEADOS, PULIDOS) > Otros",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Material gráfico, Tecnología de impresión, Accesorios de impresión"
8442.40.00.00.00,"MÁQUINAS, APARATOS Y MATERIAL (EXCEPTO LAS MÁQUINAS DE LAS PARTIDAS 84.56 A 84.65) PARA PREPARAR O FABRICAR CLISÉS, PLANCHAS, CILINDROS O DEMÁS ELEMENTOS IMPRESORES; CLISÉS, PLANCHAS, CILINDROS Y DEMÁS ELEMENTOS IMPRESORES; PIEDRAS LITOGRÁFICAS, PLANCHAS, PLACAS Y CILINDROS, PREPARADOS PARA LA IMPRESIÓN (POR EJEMPLO: APLANADOS, GRANEADOS, PULIDOS) > Partes de estas máquinas, aparatos o material",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Material gráfico, Accesorios de impresión, Componentes impresores"
8442.50.00.00.00,"MÁQUINAS, APARATOS Y MATERIAL (EXCEPTO LAS MÁQUINAS DE LAS PARTIDAS 84.56 A 84.65) PARA PREPARAR O FABRICAR CLISÉS, PLANCHAS, CILINDROS O DEMÁS ELEMENTOS IMPRESORES; CLISÉS, PLANCHAS, CILINDROS Y DEMÁS ELEMENTOS IMPRESORES; PIEDRAS LITOGRÁFICAS, PLANCHAS, PLACAS Y CILINDROS, PREPARADOS PARA LA IMPRESIÓN (POR EJEMPLO: APLANADOS, GRANEADOS, PULIDOS) > Clisés, planchas, cilindros y demás elementos impresores; piedras litográficas, planchas, placas y cilindros, preparados 417",0.0,0.0,0.15,,No,"Impresión, maquinaria, clisés, cilindros, litografía"
8443.12.00.00.00,"MÁQUINAS Y APARATOS PARA IMPRIMIR MEDIANTE PLANCHAS, CILINDROS Y DEMÁS ELEMENTOS IMPRESORES DE LA PARTIDA 84.42; LAS DEMÁS MÁQUINAS IMPRESORAS, COPIADORAS Y DE FAX, INCLUSO COMBINADAS ENTRE SÍ; PARTES Y ACCESORIOS > Máquinas y aparatos de oficina para imprimir, offset, alimentados con hojas en las que un lado sea inferior o igual a 22 cm y el otro sea inferior o igual a 36 cm, medidas sin plegar",0.0,0.0,0.15,,No,"Impresoras, Máquinas de impresión, Equipos de oficina, Copiadoras, Accesorios de impresión"
8443.13.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Las demás máquinas y aparatos para imprimir, offset",0.0,0.0,0.15,,No,"máquinas de impresión, aparatos de impresión, impresoras offset, equipos de impresión, maquinaria gráfica"
8443.14.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Máquinas y aparatos para imprimir, tipográficos, alimentados con bobinas, excepto las máquinas y aparatos flexográficos",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Máquinas tipográficas, Impresión industrial, Aparatos de impresión"
8443.15.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Máquinas y aparatos para imprimir, tipográficos, distintos de los alimentados con bobinas, excepto las máquinas y aparatos flexográficos",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Máquinas tipográficas, Aparatos de impresión, Tecnología de impresión"
8443.16.00.00.10,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Para equipos médicos",0.0,0.0,0.0,,Sí,"equipos médicos, dispositivos médicos, instrumentos médicos, suministros médicos, material médico"
8443.16.00.00.90,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Las demás",0.0,0.0,0.15,,No,"dimensiones, tamaño, medidas, especificaciones, longitud"
8443.17.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Máquinas y aparatos para imprimir, heliográficos (huecograbado)",0.0,0.0,0.15,,No,"Impresoras, Equipos de impresión, Máquinas de impresión, Heliograbado, Aparatos de impresión"
8443.19.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Los demás",0.0,0.0,0.15,,No,"dimensiones, tamaño, medidas, especificaciones, longitud"
8443.31.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Máquinas que efectúen dos o más de las siguientes funciones: impresión, copia o fax, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red",0.0,0.0,0.15,,No,"multifuncional, impresora, copiadora, fax, equipo de oficina"
8443.32.00.00.10,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Para Equipos médicos",0.0,0.0,0.0,,Sí,"equipos médicos, dispositivos médicos, instrumentos médicos, suministros médicos, maquinaria médica"
8443.32.00.00.90,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Los demás",0.0,0.0,0.15,,No,"dimensiones, tamaño, medidas, especificaciones, longitud"
8443.39.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Las demás",0.0,0.0,0.15,,No,"dimensiones, tamaño, medidas, especificaciones, longitud"
8443.91.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Partes y accesorios de máquinas y aparatos para imprimir por medio de planchas, cilindros y demás elementos impresores de la partida 84.42",0.0,0.0,0.15,,No,"Impresión, accesorios, máquinas, partes, comercio exterior"
8443.99.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Los demás",0.0,0.0,0.15,,No,"dimensiones, tamaño, medidas, especificaciones, características"
8444.00.00.00.00,"cm y el otro sea inferior o igual a 36 cm, medidas sin plegar > Los demás > MÁQUINAS PARA EXTRUDIR, ESTIRAR, TEXTURAR O CORTAR MATERIA TEXTIL SINTÉTICA O ARTIFICIAL",0.0,0.0,0.15,,No,"extrusión, estiramiento, texturización, corte, maquinaria textil"
8445.12.00.00.00,"MÁQUINAS PARA LA PREPARACIÓN DE MATERIA TEXTIL; MÁQUINAS PARA HILAR, DOBLAR O RETORCER MATERIA TEXTIL Y DEMÁS MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE HILADOS TEXTILES; MÁQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL Y MÁQUINAS PARA LA PREPARACIÓN DE HILADOS 418 > Peinadoras",0.0,0.0,0.15,,No,"máquinas textiles, maquinaria de hilado, equipos de bobinado, máquinas de preparación textil, aparatos para fabricación de hilos"
8445.13.00.00.00,"MÁQUINAS PARA LA PREPARACIÓN DE MATERIA TEXTIL; MÁQUINAS PARA HILAR, DOBLAR O RETORCER MATERIA TEXTIL Y DEMÁS MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE HILADOS TEXTILES; MÁQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL Y MÁQUINAS PARA LA PREPARACIÓN DE HILADOS 418 > Mecheras",0.0,0.0,0.15,,No,"Máquinas textiles, Equipos de hilado, Máquinas de bobinado, Aparatos para fabricación textil, Herramientas de preparación de hilos"
8445.19.00.00.00,"MÁQUINAS PARA LA PREPARACIÓN DE MATERIA TEXTIL; MÁQUINAS PARA HILAR, DOBLAR O RETORCER MATERIA TEXTIL Y DEMÁS MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE HILADOS TEXTILES; MÁQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL Y MÁQUINAS PARA LA PREPARACIÓN DE HILADOS 418 > Las demás",0.0,0.0,0.15,,No,"máquinas textiles, equipos de hilado, maquinaria para confección, aparatos de bobinado, tecnología textil"
8445.20.00.00.00,"MÁQUINAS PARA LA PREPARACIÓN DE MATERIA TEXTIL; MÁQUINAS PARA HILAR, DOBLAR O RETORCER MATERIA TEXTIL Y DEMÁS MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE HILADOS TEXTILES; MÁQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL Y MÁQUINAS PARA LA PREPARACIÓN DE HILADOS 418 > Máquinas para hilar materia textil",0.0,0.0,0.15,,No,"máquinas textiles, maquinaria de hilado, equipos de fabricación textil, máquinas de bobinado, maquinaria para hilos"
